"common_name","eBird","BAMv4","BAMv5","CGAMv1","DUC"
"Northern Shrike","Yes","No","No","No","No"
"Northern Waterthrush","Yes","Yes","Yes","No","No"
"Northern Wheatear","Yes","No","No","No","No"
"Northern Scrub-Flycatcher","Yes","No","No","No","No"
"Northern Rough-winged Swallow","Yes","No","No","No","No"
"Nelson's Sparrow","Yes","Yes","Yes","No","No"
"Northern Saw-whet Owl","Yes","No","No","No","No"
"Nutting's Flycatcher","Yes","No","No","No","No"
"Scaly-breasted Munia","Yes","No","No","No","No"
"Nuttall's Woodpecker","Yes","No","No","No","No"
"Oak Titmouse","Yes","No","No","No","No"
"Oasis Hummingbird","Yes","No","No","No","No"
"Oaxaca Sparrow","Yes","No","No","No","No"
"Orange-billed Nightingale-Thrush","Yes","No","No","No","No"
"Olive-backed Quail-Dove","Yes","No","No","No","No"
"Ochre-breasted Antpitta","Yes","No","No","No","No"
"Ochre-bellied Flycatcher","Yes","No","No","No","No"
"Ocellated Antbird","Yes","No","No","No","No"
"Ocellated Quail","Yes","No","No","No","No"
"Ocellated Thrasher","Yes","No","No","No","No"
"Ocellated Turkey","Yes","No","No","No","No"
"Ochre-flanked Tapaculo","Yes","No","No","No","No"
"Ochraceous Pewee","Yes","No","No","No","No"
"Ochraceous Wren","Yes","No","No","No","No"
"Oilbird","Yes","No","No","No","No"
"Okarito Brown Kiwi","Yes","No","No","No","No"
"Olive-backed Euphonia","Yes","No","No","No","No"
"Ornate Sunbird","Yes","No","No","No","No"
"Olive-capped Warbler","Yes","No","No","No","No"
"Olive-crowned Yellowthroat","Yes","No","No","No","No"
"Western Olivaceous Flatbill","Yes","No","No","No","No"
"Olivaceous Piculet","Yes","No","No","No","No"
"Olive Sparrow","Yes","No","No","No","No"
"Carmiol's Tanager","Yes","No","No","No","No"
"Olive Warbler","Yes","No","No","No","No"
"Olive Whistler","Yes","No","No","No","No"
"Olivaceous Woodcreeper","Yes","No","No","No","No"
"Olive-sided Flycatcher","Yes","Yes","Yes","No","No"
"Olive-striped Flycatcher","Yes","No","No","No","No"
"Olive-streaked Flycatcher","Yes","No","No","No","No"
"Olive-throated Parakeet","Yes","No","No","No","No"
"Olive-winged Bulbul","Yes","No","No","No","No"
"One-colored Becard","Yes","No","No","No","No"
"Ochre-naped Ground-Tyrant","Yes","No","No","No","No"
"Northern Red Bishop","Yes","No","No","No","No"
"Orangequit","Yes","No","No","No","No"
"Orange Oriole","Yes","No","No","No","No"
"Orange-breasted Bunting","Yes","No","No","No","No"
"Orange-bellied Flowerpecker","Yes","No","No","No","No"
"Orange-billed Sparrow","Yes","No","No","No","No"
"Orange-collared Manakin","Yes","No","No","No","No"
"Orchard Oriole","Yes","No","No","No","No"
"Orange-crowned Oriole","Yes","No","No","No","No"
"Orange-chinned Parakeet","Yes","No","No","No","No"
"Orange-crowned Warbler","Yes","Yes","Yes","No","No"
"Orange-cheeked Waxbill","Yes","No","No","No","No"
"Orange-fronted Parakeet","Yes","No","No","No","No"
"Ornate Hawk-Eagle","Yes","No","No","No","No"
"Oriental Cuckoo","Yes","No","No","No","No"
"Orinoco Goose","Yes","No","No","No","No"
"Oriental Greenfinch","Yes","No","No","No","No"
"Oriental Honey-buzzard","Yes","No","No","No","No"
"Oriental Magpie","Yes","No","No","No","No"
"Oriental Pratincole","Yes","No","No","No","No"
"Oriental Skylark","Yes","No","No","No","No"
"Oriental Stork","Yes","No","No","No","No"
"Oriente Warbler","Yes","No","No","No","No"
"Ornate Tinamou","Yes","No","No","No","No"
"Oriental Reed Warbler","Yes","No","No","No","No"
"Oriental Scops-Owl","Yes","No","No","No","No"
"Ortolan Bunting","Yes","No","No","No","No"
"Oriental Turtle-Dove","Yes","No","No","No","No"
"Orange-winged Amazon","Yes","No","No","No","No"
"Osprey","Yes","No","No","No","No"
"Common Ostrich","Yes","No","No","No","No"
"Ovenbird","Yes","Yes","Yes","No","No"
"Pacific Black Duck","Yes","No","No","No","No"
"Pale-bellied Hermit","Yes","No","No","No","No"
"Pale-breasted Spinetail","Yes","No","No","No","No"
"Pale-billed Woodpecker","Yes","No","No","No","No"
"Pacific Antwren","Yes","No","No","No","No"
"Pacific Heron","Yes","No","No","No","No"
"Pacific Loon","Yes","No","No","No","No"
"Pacific Parakeet","Yes","No","No","No","No"
"Pacific Parrotlet","Yes","No","No","No","No"
"Pacific Reef-Heron","Yes","No","No","No","No"
"Pacific Swallow","Yes","No","No","No","No"
"Hill Swallow","Yes","No","No","No","No"
"Pacific Wren","Yes","No","No","No","No"
"Patagonian Forest Earthcreeper","Yes","No","No","No","No"
"Pacific Golden-Plover","Yes","No","No","No","No"
"Painted Bunting","Yes","No","No","No","No"
"Painted Buttonquail","Yes","No","No","No","No"
"Painted Redstart","Yes","No","No","No","No"
"Painted Sandgrouse","Yes","No","No","No","No"
"Painted Spurfowl","Yes","No","No","No","No"
"Palm Cockatoo","Yes","No","No","No","No"
"Hispaniolan Palm-Crow","Yes","No","No","No","No"
"Pallid Cuckoo","Yes","No","No","No","No"
"Pale-legged Hornero","Yes","No","No","No","No"
"Palmchat","Yes","No","No","No","No"
"Pallid Swift","Yes","No","No","No","No"
"Palm Tanager","Yes","No","No","No","No"
"Pale Thrush","Yes","No","No","No","No"
"Guatemalan Tyrannulet","Yes","No","No","No","No"
"Mistletoe Tyrannulet","Yes","No","No","No","No"
"Palm Warbler","Yes","Yes","Yes","No","No"
"Panama Flycatcher","Yes","No","No","No","No"
"Palm-nut Vulture","Yes","No","No","No","No"
"Parker's Antbird","Yes","No","No","No","No"
"Parakeet Auklet","Yes","No","No","No","No"
"Parasitic Jaeger","Yes","No","No","No","No"
"Parkinson's Petrel","Yes","No","No","No","No"
"Paradise Shelduck","Yes","No","No","No","No"
"Patagonian Sierra Finch","Yes","No","No","No","No"
"Pacific Screech-Owl","Yes","No","No","No","No"
"Patagonian Mockingbird","Yes","No","No","No","No"
"Patagonian Tinamou","Yes","No","No","No","No"
"Patagonian Tyrant","Yes","No","No","No","No"
"Pale-vented Pigeon","Yes","No","No","No","No"
"Pale-vented Thrush","Yes","No","No","No","No"
"Patagonian Yellow-Finch","Yes","No","No","No","No"
"Plain-breasted Ground Dove","Yes","No","No","No","No"
"Purplish-backed Quail-Dove","Yes","No","No","No","No"
"Pied-crested Tit-Tyrant","Yes","No","No","No","No"
"Pearl Kite","Yes","No","No","No","No"
"Peg-billed Finch","Yes","No","No","No","No"
"Pectoral Sandpiper","Yes","No","No","No","No"
"Peruvian Diving-Petrel","Yes","No","No","No","No"
"Pearly-eyed Thrasher","Yes","No","No","No","No"
"Rosy-faced Lovebird","Yes","No","No","No","No"
"Pelagic Cormorant","Yes","No","No","No","No"
"Peruvian Pygmy-Owl","Yes","No","No","No","No"
"Pale-eyed Pygmy-Tyrant","Yes","No","No","No","No"
"Peruvian Booby","Yes","No","No","No","No"
"Peregrine Falcon","Yes","No","No","No","No"
"Peruvian Meadowlark","Yes","No","No","No","No"
"Peruvian Pelican","Yes","No","No","No","No"
"Peruvian Plantcutter","Yes","No","No","No","No"
"Peruvian Sheartail","Yes","No","No","No","No"
"Peruvian Tern","Yes","No","No","No","No"
"Peruvian Warbling-Antbird","Yes","No","No","No","No"
"Peruvian Sierra Finch","Yes","No","No","No","No"
"Peruvian Thick-knee","Yes","No","No","No","No"
"Phainopepla","Yes","No","No","No","No"
"Philippine Cuckoo-Dove","Yes","No","No","No","No"
"Pheasant Coucal","Yes","No","No","No","No"
"Pheasant Cuckoo","Yes","No","No","No","No"
"Philadelphia Vireo","Yes","Yes","No","No","No"
"Pheasant-tailed Jacana","Yes","No","No","No","No"
"Pied-billed Grebe","Yes","No","No","No","No"
"Picazuro Pigeon","Yes","No","No","No","No"
"Pied Avocet","Yes","No","No","No","No"
"Pied Cormorant","Yes","No","No","No","No"
"Pied Currawong","Yes","No","No","No","No"
"Pink-eared Duck","Yes","No","No","No","No"
"Pied Harrier","Yes","No","No","No","No"
"Pied Kingfisher","Yes","No","No","No","No"
"Pied Oystercatcher","Yes","No","No","No","No"
"Pied Puffbird","Yes","No","No","No","No"
"Pied Stilt","Yes","No","No","No","No"
"Pied Triller","Yes","No","No","No","No"
"Pink-footed Goose","Yes","No","No","No","No"
"Pink-footed Shearwater","Yes","No","No","No","No"
"Picui Ground Dove","Yes","No","No","No","No"
"Pigeon Guillemot","Yes","No","No","No","No"
"Pink-headed Warbler","Yes","No","No","No","No"
"Pitt Island Shag","Yes","No","No","No","No"
"Pileated Flycatcher","Yes","No","No","No","No"
"Pileated Woodpecker","Yes","Yes","No","No","No"
"Pinnated Bittern","Yes","No","No","No","No"
"Pine Flycatcher","Yes","No","No","No","No"
"Pine Grosbeak","Yes","Yes","Yes","No","No"
"Pinyon Jay","Yes","No","No","No","No"
"Pink-necked Green-Pigeon","Yes","No","No","No","No"
"Pine Siskin","Yes","Yes","Yes","No","No"
"Pine Warbler","Yes","Yes","No","No","No"
"Pipipi","Yes","No","No","No","No"
"Piping Plover","Yes","No","No","No","No"
"Piratic Flycatcher","Yes","No","No","No","No"
"Pin-tailed Snipe","Yes","No","No","No","No"
"Pin-tailed Whydah","Yes","No","No","No","No"
"Pied Water-Tyrant","Yes","No","No","No","No"
"Plain Antvireo","Yes","No","No","No","No"
"Plain Chachalaca","Yes","No","No","No","No"
"Plaintive Cuckoo","Yes","No","No","No","No"
"Plain Flowerpecker","Yes","No","No","No","No"
"Plain Pigeon","Yes","No","No","No","No"
"Plain Prinia","Yes","No","No","No","No"
"Plain Swift","Yes","No","No","No","No"
"Cabanis's Wren","Yes","No","No","No","No"
"Canebrake Wren","Yes","No","No","No","No"
"Plain-brown Woodcreeper","Yes","No","No","No","No"
"Plain-capped Starthroat","Yes","No","No","No","No"
"Plain-colored Tanager","Yes","No","No","No","No"
"Plum-headed Parakeet","Yes","No","No","No","No"
"Plumbeous Sierra Finch","Yes","No","No","No","No"
"Plumbeous Vireo","Yes","No","No","No","No"
"Brown-throated Sunbird","Yes","No","No","No","No"
"Plume-toed Swiftlet","Yes","No","No","No","No"
"Plumbeous Hawk","Yes","No","No","No","No"
"Plumbeous Kite","Yes","No","No","No","No"
"Plumbeous Pigeon","Yes","No","No","No","No"
"Plumbeous Rail","Yes","No","No","No","No"
"Plumbeous Redstart","Yes","No","No","No","No"
"Plumbeous Warbler","Yes","No","No","No","No"
"Plumed Whistling-Duck","Yes","No","No","No","No"
"Plain-mantled Tit-Spinetail","Yes","No","No","No","No"
"Pale-naped Brushfinch","Yes","No","No","No","No"
"Pomarine Jaeger","Yes","No","No","No","No"
"Prairie Falcon","Yes","No","No","No","No"
"Prairie Warbler","Yes","No","No","No","No"
"Prong-billed Barbet","Yes","No","No","No","No"
"White-faced Ground-Sparrow","Yes","No","No","No","No"
"Cabanis's Ground-Sparrow","Yes","No","No","No","No"
"Prothonotary Warbler","Yes","No","No","No","No"
"Puerto Rican Owl","Yes","No","No","No","No"
"Purple-throated Mountain-gem","Yes","No","No","No","No"
"Purplish-backed Jay","Yes","No","No","No","No"
"Purple-crowned Fairy","Yes","No","No","No","No"
"Purple-collared Woodstar","Yes","No","No","No","No"
"Puna Ground-Tyrant","Yes","No","No","No","No"
"Puna Ibis","Yes","No","No","No","No"
"Puna Miner","Yes","No","No","No","No"
"Puna Plover","Yes","No","No","No","No"
"Puna Snipe","Yes","No","No","No","No"
"Puna Teal","Yes","No","No","No","No"
"Puna Tinamou","Yes","No","No","No","No"
"Puerto Rican Bullfinch","Yes","No","No","No","No"
"Puerto Rican Emerald","Yes","No","No","No","No"
"Purple Finch","Yes","Yes","Yes","No","No"
"Puerto Rican Flycatcher","Yes","No","No","No","No"
"Purple Gallinule","Yes","No","No","No","No"
"Purple Heron","Yes","No","No","No","No"
"Purple Honeycreeper","Yes","No","No","No","No"
"Puerto Rican Lizard-Cuckoo","Yes","No","No","No","No"
"Purple Martin","Yes","No","No","No","No"
"Puerto Rican Nightjar","Yes","No","No","No","No"
"Puerto Rican Amazon","Yes","No","No","No","No"
"Purple Sandpiper","Yes","No","No","No","No"
"Puerto Rican Spindalis","Yes","No","No","No","No"
"Purple-rumped Sunbird","Yes","No","No","No","No"
"Gray-headed Swamphen","Yes","No","No","No","No"
"Australasian Swamphen","Yes","No","No","No","No"
"Puerto Rican Tanager","Yes","No","No","No","No"
"Puerto Rican Tody","Yes","No","No","No","No"
"Puerto Rican Vireo","Yes","No","No","No","No"
"Puerto Rican Woodpecker","Yes","No","No","No","No"
"Purple-throated Carib","Yes","No","No","No","No"
"Purple-throated Fruitcrow","Yes","No","No","No","No"
"Puna Yellow-Finch","Yes","No","No","No","No"
"Pygmy Nuthatch","Yes","No","No","No","No"
"Japanese Pygmy Woodpecker","Yes","No","No","No","No"
"Pyrrhuloxia","Yes","No","No","No","No"
"Red-and-green Macaw","Yes","No","No","No","No"
"Rainbow Lorikeet","Yes","No","No","No","No"
"Rufous-and-white Wren","Yes","No","No","No","No"
"Raimondi's Yellow-Finch","Yes","No","No","No","No"
"Razorbill","Yes","No","No","No","No"
"Red-backed Sierra Finch","Yes","No","No","No","No"
"Red-crowned Ant-Tanager","Yes","No","No","No","No"
"Rufous-capped Brushfinch","Yes","No","No","No","No"
"Rose-crowned Fruit-Dove","Yes","No","No","No","No"
"Rusty-crowned Ground-Sparrow","Yes","No","No","No","No"
"Ruddy-capped Nightingale-Thrush","Yes","No","No","No","No"
"Russet-crowned Quail-Dove","Yes","No","No","No","No"
"Red-breasted Meadowlark","Yes","No","No","No","No"
"Red-breasted Chat","Yes","No","No","No","No"
"Red-breasted Dotterel","Yes","No","No","No","No"
"Red-backed Fairywren","Yes","No","No","No","No"
"Red-browed Firetail","Yes","No","No","No","No"
"Red-bellied Grackle","Yes","No","No","No","No"
"Variable Hawk","Yes","No","No","No","No"
"Red-billed Leiothrix","Yes","No","No","No","No"
"Red-bellied Macaw","Yes","No","No","No","No"
"Red-breasted Merganser","Yes","No","No","No","No"
"Red-breasted Nuthatch","Yes","Yes","No","No","No"
"Red-billed Pigeon","Yes","No","No","No","No"
"Red-breasted Sapsucker","Yes","No","No","No","No"
"Red-billed Scythebill","Yes","No","No","No","No"
"Red-backed Shrike","Yes","No","No","No","No"
"Red-bellied Woodpecker","Yes","No","No","No","No"
"Red-crested Cardinal","Yes","No","No","No","No"
"Masked Cardinal","Yes","No","No","No","No"
"Red-chested Cuckoo","Yes","No","No","No","No"
"Red Collared-Dove","Yes","No","No","No","No"
"Red-crested Finch","Yes","No","No","No","No"
"Red-capped Manakin","Yes","No","No","No","No"
"Red-crowned Amazon","Yes","No","No","No","No"
"Red-capped Plover","Yes","No","No","No","No"
"Red-cockaded Woodpecker","Yes","No","No","No","No"
"Red-crowned Woodpecker","Yes","No","No","No","No"
"Red Avadavat","Yes","No","No","No","No"
"Red Crossbill","Yes","Yes","No","No","No"
"Cassia Crossbill","Yes","No","No","No","No"
"Reddish Egret","Yes","No","No","No","No"
"Redhead","Yes","No","No","No","Yes"
"Red Junglefowl","Yes","No","No","No","No"
"Red Kite","Yes","No","No","No","No"
"Red Knot","Yes","No","No","No","No"
"Red Phalarope","Yes","No","No","No","No"
"Redpoll","Yes","No","No","No","No"
"Red Shoveler","Yes","No","No","No","No"
"Red Warbler","Yes","No","No","No","No"
"Red Wattlebird","Yes","No","No","No","No"
"Red-eyed Bulbul","Yes","No","No","No","No"
"Red-eyed Dove","Yes","No","No","No","No"
"Red-eyed Vireo","Yes","Yes","No","No","No"
"Red-flanked/Qilian Bluetail","Yes","No","No","No","No"
"Red-fronted Coot","Yes","No","No","No","No"
"Red-faced Cormorant","Yes","No","No","No","No"
"Red-fronted Parrotlet","Yes","No","No","No","No"
"Red-crowned Parakeet","Yes","No","No","No","No"
"Red-faced Spinetail","Yes","No","No","No","No"
"Red-faced Warbler","Yes","No","No","No","No"
"Red-gartered Coot","Yes","No","No","No","No"
"Regent Parrot","Yes","No","No","No","No"
"Red-headed Barbet","Yes","No","No","No","No"
"Red-headed Tanager","Yes","No","No","No","No"
"Red-headed Woodpecker","Yes","No","No","No","No"
"Red-kneed Dotterel","Yes","No","No","No","No"
"Red-legged Cormorant","Yes","No","No","No","No"
"Red-legged Honeycreeper","Yes","No","No","No","No"
"Red-lored Amazon","Yes","No","No","No","No"
"Red-legged Partridge","Yes","No","No","No","No"
"Red-legged Seriema","Yes","No","No","No","No"
"Red-legged Thrush","Yes","No","No","No","No"
"Red-masked Parakeet","Yes","No","No","No","No"
"Red-necked Falcon","Yes","No","No","No","No"
"Red-necked Grebe","Yes","No","No","No","No"
"Red-necked Nightjar","Yes","No","No","No","No"
"Red-necked Amazon","Yes","No","No","No","No"
"Red-necked Phalarope","Yes","No","No","No","No"
"Red-naped Sapsucker","Yes","No","No","No","No"
"Red-necked Stint","Yes","No","No","No","No"
"Red-rumped Parrot","Yes","No","No","No","No"
"Red-rumped Woodpecker","Yes","No","No","No","No"
"Red-shouldered Blackbird","Yes","No","No","No","No"
"Red-shouldered Hawk","Yes","No","No","No","No"
"Resplendent Quetzal","Yes","No","No","No","No"
"Red-throated Caracara","Yes","No","No","No","No"
"Red-tailed Hawk","Yes","No","No","No","No"
"Red-throated Loon","Yes","No","No","No","No"
"Red-vented Bulbul","Yes","No","No","No","No"
"Red-winged Blackbird","Yes","Yes","No","No","No"
"Red-whiskered Bulbul","Yes","No","No","No","No"
"Red-wattled Lapwing","Yes","No","No","No","No"
"Red-winged Parrot","Yes","No","No","No","No"
"Red-winged Starling","Yes","No","No","No","No"
"Red-winged Tinamou","Yes","No","No","No","No"
"Rhinoceros Auklet","Yes","No","No","No","No"
"Ring-billed Gull","Yes","No","No","No","No"
"Richard's Pipit","Yes","No","No","No","No"
"Ridgway's Hawk","Yes","No","No","No","No"
"Ridgway's Rail","Yes","No","No","No","No"
"Rifleman","Yes","No","No","No","No"
"Ring-necked Dove","Yes","No","No","No","No"
"Ring-necked Duck","Yes","No","No","No","No"
"Ringed Kingfisher","Yes","No","No","No","No"
"Ring-necked Pheasant","Yes","No","No","No","No"
"Green Pheasant","Yes","No","No","No","No"
"Ringed Teal","Yes","No","No","No","No"
"Ring-tailed Pigeon","Yes","No","No","No","No"
"River Tern","Yes","No","No","No","No"
"Riverside Wren","Yes","No","No","No","No"
"Rufous-naped Ground-Tyrant","Yes","No","No","No","No"
"Rufous-necked Wood-Rail","Yes","No","No","No","No"
"Roadside Hawk","Yes","No","No","No","No"
"Rose-bellied Bunting","Yes","No","No","No","No"
"Rose-breasted Grosbeak","Yes","Yes","No","No","No"
"Rosy-billed Pochard","Yes","No","No","No","No"
"Rock Bush-Quail","Yes","No","No","No","No"
"Southern Rockhopper Penguin","Yes","No","No","No","No"
"Rock Pigeon","Yes","Yes","No","No","No"
"Rock Pipit","Yes","No","No","No","No"
"Rock Ptarmigan","Yes","No","No","No","No"
"Rock Sandpiper","Yes","No","No","No","No"
"Rock Wren","Yes","No","No","No","No"
"Rough-legged Hawk","Yes","No","No","No","No"
"White-fronted Tyrannulet","Yes","No","No","No","No"
"Rook","Yes","No","No","No","No"
"Rose-ringed Parakeet","Yes","No","No","No","No"
"Ross's Goose","Yes","No","No","No","No"
"Ross's Gull","Yes","No","No","No","No"
"Rose Robin","Yes","No","No","No","No"
"Roseate Spoonbill","Yes","No","No","No","No"
"Roseate Tern","Yes","No","No","No","No"
"Rose-throated Becard","Yes","No","No","No","No"
"Rose-throated Tanager","Yes","No","No","No","No"
"Rosy Thrush-Tanager","Yes","No","No","No","No"
"Tropical Royal Flycatcher","Yes","No","No","No","No"
"Royal Spoonbill","Yes","No","No","No","No"
"Royal Tern","Yes","No","No","No","No"
"Red-throated Ant-Tanager","Yes","No","No","No","No"
"Red-tailed Black-Cockatoo","Yes","No","No","No","No"
"Ruby-throated Hummingbird","Yes","Yes","No","No","No"
"Rufous-tailed Hummingbird","Yes","No","No","No","No"
"Rufous-tailed Rock-Thrush","Yes","No","No","No","No"
"Rufous-breasted Antthrush","Yes","No","No","No","No"
"Rufous-bellied Chachalaca","Yes","No","No","No","No"
"Rufous-browed Conebill","Yes","No","No","No","No"
"Ruddy-breasted Crake","Yes","No","No","No","No"
"Rufous-breasted Hermit","Yes","No","No","No","No"
"Rufous-banded Miner","Yes","No","No","No","No"
"Rufous-browed Peppershrike","Yes","No","No","No","No"
"Rufous-backed Robin","Yes","No","No","No","No"
"Ruddy-breasted Seedeater","Yes","No","No","No","No"
"Rufous-bellied Seedsnipe","Yes","No","No","No","No"
"Rufous-breasted Spinetail","Yes","No","No","No","No"
"Coiba Spinetail","Yes","No","No","No","No"
"Rufous-breasted Wren","Yes","No","No","No","No"
"Rufous-browed Wren","Yes","No","No","No","No"
"Rufous-capped Babbler","Yes","No","No","No","No"
"Rufous-crested Coquette","Yes","No","No","No","No"
"Rufous-chested Dotterel","Yes","No","No","No","No"
"Ruby-crowned Kinglet","Yes","Yes","Yes","No","No"
"Russet-crowned Motmot","Yes","No","No","No","No"
"Rufous-collared Robin","Yes","No","No","No","No"
"Rusty-collared Seedeater","Yes","No","No","No","No"
"Rufous-crowned Sparrow","Yes","No","No","No","No"
"Rufous-collared Sparrow","Yes","No","No","No","No"
"Rufous-capped Warbler","Yes","No","No","No","No"
"Chestnut-capped Warbler","Yes","No","No","No","No"
"Ruddy Crake","Yes","No","No","No","No"
"Ruddy Duck","Yes","No","No","No","No"
"Ruddy Kingfisher","Yes","No","No","No","No"
"Ruddy Pigeon","Yes","No","No","No","No"
"Ruddy Treerunner","Yes","No","No","No","No"
"Ruddy Turnstone","Yes","No","No","No","No"
"Ruddy Woodcreeper","Yes","No","No","No","No"
"Ruff","Yes","No","No","No","No"
"Ruddy Foliage-gleaner","Yes","No","No","No","No"
"Ruffed Grouse","Yes","Yes","Yes","No","No"
"Rufous Hummingbird","Yes","No","No","No","No"
"Rufous Motmot","Yes","No","No","No","No"
"Rufous Mourner","Yes","No","No","No","No"
"Rufous Nightjar","Yes","No","No","No","No"
"Rufous Piha","Yes","No","No","No","No"
"Rufous-fronted Prinia","Yes","No","No","No","No"
"Rufous Sabrewing","Yes","No","No","No","No"
"Rufous Treepie","Yes","No","No","No","No"
"Rufous-faced Warbler","Yes","No","No","No","No"
"Rufous Whistler","Yes","No","No","No","No"
"Ruddy Ground Dove","Yes","No","No","No","No"
"Rufous-headed Chachalaca","Yes","No","No","No","No"
"Ruddy-headed Goose","Yes","No","No","No","No"
"Rufous-legged Owl","Yes","No","No","No","No"
"Rusty-margined Flycatcher","Yes","No","No","No","No"
"Nankeen Night Heron","Yes","No","No","No","No"
"Russet Nightingale-Thrush","Yes","No","No","No","No"
"Russet-naped Wood-Rail","Yes","No","No","No","No"
"Ruddy Quail-Dove","Yes","No","No","No","No"
"Rufous-rumped Antwren","Yes","No","No","No","No"
"Russet Antshrike","Yes","No","No","No","No"
"Rusty Blackbird","Yes","Yes","Yes","No","No"
"Rusty Sparrow","Yes","No","No","No","No"
"Russet Sparrow","Yes","No","No","No","No"
"Rufous-tailed Flycatcher","Yes","No","No","No","No"
"Ruddy-tailed Flycatcher","Yes","No","No","No","No"
"Rufous-tailed Hawk","Yes","No","No","No","No"
"Rufescent Tiger-Heron","Yes","No","No","No","No"
"Ruby-topaz Hummingbird","Yes","No","No","No","No"
"Rufous-tailed Jacamar","Yes","No","No","No","No"
"Rufous-tailed Lark","Yes","No","No","No","No"
"Rufous-tailed Plantcutter","Yes","No","No","No","No"
"Rufous-tailed Scrub-Robin","Yes","No","No","No","No"
"Rufous-throated Solitaire","Yes","No","No","No","No"
"Russet-tailed Thrush","Yes","No","No","No","No"
"Rufous-vented Chachalaca","Yes","No","No","No","No"
"Rufous-winged Sparrow","Yes","No","No","No","No"
"Rufous-winged Tanager","Yes","No","No","No","No"
"Rufous-winged Woodpecker","Yes","No","No","No","No"
"Rufous-webbed Bush-Tyrant","Yes","No","No","No","No"
"Sabine's Gull","Yes","No","No","No","No"
"San Blas Jay","Yes","No","No","No","No"
"Saddle-billed Stork","Yes","No","No","No","No"
"Saffron-cowled Blackbird","Yes","No","No","No","No"
"African Sacred Ibis","Yes","No","No","No","No"
"Sacred Kingfisher","Yes","No","No","No","No"
"North Island Saddleback","Yes","No","No","No","No"
"South Island Saddleback","Yes","No","No","No","No"
"Sad Flycatcher","Yes","No","No","No","No"
"Saffron Finch","Yes","No","No","No","No"
"Greater Sage-Grouse","Yes","No","No","No","No"
"Sagebrush Sparrow","Yes","No","No","No","No"
"Sage Thrasher","Yes","No","No","No","No"
"Salvin's Albatross","Yes","No","No","No","No"
"Sakhalin Leaf Warbler","Yes","No","No","No","No"
"Sandhill Crane","Yes","No","No","No","No"
"Sanderling","Yes","No","No","No","No"
"Sand Lark","Yes","No","No","No","No"
"Sandwich Tern","Yes","No","No","No","No"
"Sapayoa","Yes","No","No","No","No"
"Sarus Crane","Yes","No","No","No","No"
"Sardinian Warbler","Yes","No","No","No","No"
"Satin Bowerbird","Yes","No","No","No","No"
"Satin Flycatcher","Yes","No","No","No","No"
"Saunders's Gull","Yes","No","No","No","No"
"Savanna Hawk","Yes","No","No","No","No"
"Savanna Nightjar","Yes","No","No","No","No"
"Savannah Sparrow","Yes","Yes","Yes","Yes","No"
"Savi's Warbler","Yes","No","No","No","No"
"Say's Phoebe","Yes","No","No","No","No"
"Sayaca Tanager","Yes","No","No","No","No"
"Slaty-backed Forest-Falcon","Yes","No","No","No","No"
"Spot-billed Ground-Tyrant","Yes","No","No","No","No"
"Slaty-backed Nightingale-Thrush","Yes","No","No","No","No"
"Black-necklaced Scimitar-Babbler","Yes","No","No","No","No"
"Streak-breasted Scimitar-Babbler","Yes","No","No","No","No"
"Scaled Antpitta","Yes","No","No","No","No"
"Scarlet Ibis","Yes","No","No","No","No"
"Scarlet Macaw","Yes","No","No","No","No"
"Orange Minivet","Yes","No","No","No","No"
"Scarlet Myzomela","Yes","No","No","No","No"
"Scaled Pigeon","Yes","No","No","No","No"
"Scaled Quail","Yes","No","No","No","No"
"Scarlet Tanager","Yes","Yes","No","No","No"
"Scarlet-backed Flowerpecker","Yes","No","No","No","No"
"Scaly-breasted Hummingbird","Yes","No","No","No","No"
"Scaly-breasted Lorikeet","Yes","No","No","No","No"
"Sooty-capped Chlorospingus","Yes","No","No","No","No"
"Scarlet-browed Tanager","Yes","No","No","No","No"
"Scaly-breasted Thrasher","Yes","No","No","No","No"
"Scimitar-billed Woodcreeper","Yes","No","No","No","No"
"Scaly-breasted Wren","Yes","No","No","No","No"
"Scarlet-headed Blackbird","Yes","No","No","No","No"
"Scintillant Hummingbird","Yes","No","No","No","No"
"Scaly-naped Pigeon","Yes","No","No","No","No"
"Scott's Oriole","Yes","No","No","No","No"
"Scale-crested Pygmy-Tyrant","Yes","No","No","No","No"
"Scrub Blackbird","Yes","No","No","No","No"
"Scarlet-rumped Cacique","Yes","No","No","No","No"
"Screaming Cowbird","Yes","No","No","No","No"
"Scrub Euphonia","Yes","No","No","No","No"
"West Mexican Euphonia","Yes","No","No","No","No"
"Scrub Greenlet","Yes","No","No","No","No"
"Screaming Piha","Yes","No","No","No","No"
"Scrub Tanager","Yes","No","No","No","No"
"Scarlet-thighed Dacnis","Yes","No","No","No","No"
"Scale-throated Earthcreeper","Yes","No","No","No","No"
"Scissor-tailed Flycatcher","Yes","No","No","No","No"
"Scaly-throated Leaftosser","Yes","No","No","No","No"
"Seaside Cinclodes","Yes","No","No","No","No"
"Seaside Sparrow","Yes","No","No","No","No"
"Sepia-capped Flycatcher","Yes","No","No","No","No"
"Secretarybird","Yes","No","No","No","No"
"Grass Wren","Yes","No","No","No","No"
"Sedge Wren","Yes","Yes","No","Yes","No"
"Semiplumbeous Hawk","Yes","No","No","No","No"
"Semipalmated Plover","Yes","No","No","No","No"
"Semipalmated Sandpiper","Yes","No","No","No","No"
